0.04	0.9	0.87	0.98	0.94	0
0.35	0.46	0.45	0.62	0.54	3
0.1	0.6	0.55	0.93	0.6	0
0.14	0.7	0.69	0.91	0.74	0
0.16	0.84	0.87	0.92	0.9	0
0.06	0.77	0.76	0.78	0.78	1
0.04	0.95	0.95	0.98	0.98	0
0.72	0.25	0.28	0.54	0.35	5
0.19	0.53	0.46	0.9	0.64	1
0.19	0.49	0.49	0.54	0.78	2
0.11	0.73	0.73	0.96	0.74	1
0.29	0.6	0.64	0.39	0.75	2
0.2	0.65	0.61	0.97	0.49	0
0.07	0.87	0.9	0.98	0.9	1
0.16	0.62	0.63	0.8	0.67	1
0.13	0.72	0.69	0.92	0.71	1
0.19	0.6	0.54	0.55	0.82	2
0.31	0.49	0.48	0.85	0.58	1
1	0	0	0	0.12	9
0.16	0.75	0.69	0.98	0.75	0
0.04	0.89	0.86	0.98	0.89	0
0.22	0.59	0.63	0.56	0.65	2
0.2	0.49	0.52	0.62	0.66	3
0.3	0.42	0.44	0.65	0.54	5
0.26	0.55	0.54	0.71	0.49	2
0.1	0.68	0.64	0.92	0.67	1
0.08	0.92	0.91	0.93	0.99	0
0.49	0.46	0.46	0.64	0.54	6
0.23	0.62	0.63	0.87	0.56	0
0.08	0.81	0.84	0.99	0.98	0
0.3	0.86	0.8	0.96	0.88	0
0.24	0.59	0.63	0.66	0.7	2
0.22	0.59	0.54	0.85	0.47	0
0.2	0.69	0.7	0.83	0.84	1
0.12	0.48	0.46	0.72	0.65	2
0.24	0.73	0.76	0.63	0.82	2
1	0.12	0.19	0.48	0.16	9
0.38	0.31	0.33	0.56	0.33	3
0.38	0.41	0.39	0.77	0.44	1
0.39	0.53	0.52	0.71	0.45	3
0.29	0.54	0.57	0.41	0.57	3
0.29	0.43	0.47	0.51	0.52	2
0.22	0.61	0.6	0.71	0.64	3
0.39	0.37	0.4	0.67	0.46	6
0.2	0.5	0.54	0.85	0.47	1
0.73	0.33	0.29	0.67	0.35	7
0.05	0.73	0.67	0.98	0.82	0
0.17	0.76	0.69	0.96	0.77	0
0.04	0.91	0.92	0.93	0.9	0
1	0.05	0.05	0.29	0.15	8
0.37	0.54	0.55	0.5	0.61	4
0.25	0.86	0.86	0.63	0.81	1
1	0	0	0	0.05	9
0.99	0.1	0.08	0.23	0.11	6
0.06	0.67	0.66	0.96	0.84	0
0.22	0.75	0.73	0.93	0.78	0
0.11	0.63	0.6	0.93	0.75	0
0.15	0.59	0.54	0.97	0.65	2
0.49	0.41	0.41	0.55	0.64	3
0.17	0.8	0.79	0.81	0.86	2
0.36	0.57	0.55	0.96	0.55	2
0.67	0.42	0.48	0.31	0.52	3
0.06	0.83	0.84	0.97	0.86	1
0.28	0.56	0.63	0.38	0.69	3
0.18	0.76	0.78	0.9	0.83	1
0.13	0.68	0.67	0.88	0.74	0
0.36	0.47	0.41	0.96	0.48	0
0.09	0.77	0.74	0.97	0.75	1
0.13	0.67	0.6	0.89	0.7	0
0.75	0.16	0.17	0.36	0.27	2
0.2	0.7	0.62	0.98	0.62	0
0.78	0.15	0.11	0.34	0.14	5
0.51	0.37	0.36	0.87	0.32	6
0.17	0.62	0.55	0.89	0.84	2
0.43	0.54	0.52	0.7	0.7	2
0.62	0.28	0.31	0.38	0.4	3
0.11	0.74	0.7	0.9	0.8	1
0.24	0.6	0.56	0.39	0.8	0
0.14	0.71	0.75	0.74	0.79	1
0.21	0.61	0.57	0.99	0.53	2
0.08	0.84	0.83	0.78	0.89	0
0.11	0.59	0.61	0.98	0.71	0
0.23	0.64	0.63	0.59	0.61	2
0.03	0.74	0.74	0.92	0.92	0
0.32	0.59	0.58	0.69	0.63	1
0.38	0.6	0.53	0.9	0.56	3
0.46	0.54	0.53	0.75	0.84	2
0.13	0.74	0.76	0.78	0.83	1
0.24	0.51	0.43	0.97	0.51	6
0.35	0.51	0.54	0.59	0.63	4
0.53	0.32	0.34	0.43	0.25	1
0.4	0.46	0.49	0.29	0.62	7
0.14	0.67	0.71	0.77	0.77	1
0.41	0.58	0.61	0.36	0.62	5
0.03	0.86	0.86	0.84	0.91	0
0.09	0.81	0.8	0.93	0.9	0
0.18	0.66	0.67	0.67	0.65	2
0.39	0.43	0.39	0.56	0.49	3
0.26	0.45	0.46	0.47	0.3	3
0.22	0.51	0.57	0.8	0.53	2
0.55	0.49	0.49	0.68	0.46	3
0.05	0.82	0.8	0.97	0.88	0
0.38	0.5	0.5	0.92	0.37	2
0.11	0.79	0.79	0.8	0.84	1
0.09	0.71	0.67	0.92	0.78	1
0.15	0.72	0.71	0.98	0.69	0
0.35	0.49	0.5	0.61	0.55	2
0.13	0.69	0.62	0.99	0.68	0
0.2	0.78	0.78	0.85	0.71	1
0.12	0.62	0.6	1	0.81	0
0.03	0.9	0.88	0.94	0.97	0
0.26	0.55	0.61	0.5	0.71	1
0.06	0.75	0.74	0.99	0.89	0
0.55	0.48	0.48	0.48	0.58	7
0.12	0.72	0.64	0.93	0.79	0
0.52	0.51	0.5	0.43	0.56	3
0.34	0.48	0.52	0.64	0.4	5
0.05	0.93	0.91	0.87	0.94	0
0.06	0.82	0.77	0.98	0.73	2
0.1	0.52	0.51	0.95	0.52	1
0.06	0.82	0.84	0.99	0.82	0
0.24	0.68	0.66	0.78	0.79	0
0.68	0.18	0.21	0.43	0.2	6
0.29	0.53	0.52	0.69	0.58	5
0.07	0.66	0.67	0.88	0.82	1
0.87	0.26	0.28	0.14	0.38	5
0.54	0.35	0.38	0.42	0.42	2
0.17	0.73	0.7	0.95	0.77	3
0.52	0.57	0.58	0.64	0.63	2
0.18	0.75	0.74	0.97	0.74	0
0.25	0.63	0.6	0.59	0.79	1
0.23	0.48	0.44	0.95	0.24	0
0.08	0.93	0.95	0.79	0.98	8
0.15	0.65	0.58	0.99	0.58	0
0.13	0.77	0.71	0.98	0.73	0
0.73	0.19	0.22	0.39	0.42	4
0.16	0.58	0.54	0.89	0.6	0
0.66	0.18	0.12	0.18	0.32	9
0.72	0.3	0.3	0.68	0.34	3
0.15	0.71	0.68	0.76	0.73	1
0.05	0.91	0.92	0.82	0.94	0
0.04	0.94	0.93	0.98	0.99	0
1	0	0	0.01	0	8
0.47	0.31	0.31	0.45	0.32	4
0.12	0.78	0.78	0.8	0.91	1
0.05	0.89	0.89	0.79	0.91	0
0.09	0.72	0.73	0.9	0.79	3
0.04	0.82	0.83	0.94	0.91	0
0.17	0.68	0.7	0.66	0.74	2
0.12	0.62	0.59	0.96	0.67	1
0.08	0.75	0.75	0.95	0.84	0
0.15	0.81	0.8	0.96	0.88	0
0.55	0.24	0.28	0.3	0.38	9
0.1	0.68	0.66	0.93	0.74	1
0.03	0.96	0.95	0.92	0.87	0
0.73	0.38	0.34	0.12	0.37	9
0.08	0.75	0.74	0.89	0.76	0
0.19	0.64	0.63	0.57	0.78	0
0.13	0.72	0.66	0.9	0.75	0
0.19	0.52	0.46	0.91	0.6	1
0.21	0.62	0.59	0.97	0.51	0
0.06	0.94	0.93	0.95	0.92	0
0.1	0.68	0.66	0.85	0.87	2
0.19	0.61	0.61	0.82	0.74	1
0.23	0.56	0.64	0.56	0.71	2
0.41	0.37	0.37	0.73	0.37	2
0.11	0.64	0.63	0.91	0.66	0
0.74	0.25	0.24	0.45	0.29	7
0.03	0.9	0.84	0.98	0.87	0
0.74	0.19	0.25	0.23	0.26	9
0.11	0.66	0.68	0.76	0.68	2
0.74	0.25	0.29	0.52	0.37	9
0.35	0.51	0.47	0.91	0.38	2
0.3	0.58	0.59	0.59	0.67	3
0.05	0.8	0.74	0.99	0.73	0
0.18	0.5	0.45	0.91	0.65	3
0.05	0.88	0.84	0.98	0.83	0
0.09	0.69	0.66	0.93	0.68	0
0.03	0.81	0.78	0.99	0.86	0
0.55	0.25	0.26	0.39	0.09	2
0.25	0.76	0.71	0.95	0.81	0
0.69	0.12	0.14	0.5	0.14	9
0.3	0.48	0.45	0.74	0.39	4
0.13	0.78	0.77	0.95	0.84	0
0.37	0.42	0.41	0.49	0.44	2
0.12	0.7	0.64	0.95	0.55	0
0.09	0.7	0.66	0.76	0.72	1
0.08	0.85	0.82	0.89	1	0
0.06	0.69	0.7	0.97	0.8	0
0.96	0.18	0.14	0.4	0.14	6
0.09	0.84	0.87	0.64	0.91	0
0.2	0.66	0.69	0.78	0.66	1
0.68	0.51	0.57	0.6	0.85	2
0.08	0.82	0.85	0.82	0.94	0
0.16	0.63	0.57	0.95	0.77	1
0.1	0.72	0.66	0.96	0.75	1
0.47	0.39	0.41	0.37	0.44	2
0.17	0.67	0.7	0.83	0.76	1
0.4	0.36	0.36	0.75	0.34	3
0.17	0.76	0.75	0.99	0.79	0
0.2	0.53	0.49	0.87	0.47	2
0.03	0.85	0.8	0.85	0.91	0
0.21	0.51	0.46	0.98	0.32	1
0.1	0.83	0.8	0.98	0.87	0
0.14	0.82	0.81	0.88	0.8	0
0.24	0.59	0.57	0.96	0.57	0
0.04	0.78	0.81	0.98	0.9	0
0.43	0.47	0.4	0.83	0.47	5
0.79	0.19	0.22	0.33	0.13	9
0.11	0.7	0.67	0.97	0.51	0
0.49	0.4	0.41	0.47	0.33	1
0.18	0.56	0.52	0.82	0.53	3
0.1	0.8	0.73	0.98	0.88	0
0.11	0.75	0.7	0.95	0.74	0
0.02	0.87	0.87	0.94	0.94	0
0.3	0.37	0.32	0.89	0.41	3
0.03	0.98	0.98	0.82	0.99	0
0.18	0.7	0.68	0.93	0.7	2
0.08	0.88	0.88	0.95	0.85	0
0.08	0.78	0.73	0.93	0.77	1
0.14	0.48	0.44	0.98	0.6	2
0	0.94	0.95	0.86	0.98	0
0.13	0.72	0.75	0.73	0.87	1
0.09	0.81	0.83	0.9	0.83	2
0.09	0.86	0.82	0.96	0.84	0
0.15	0.67	0.6	0.91	0.68	0
0.45	0.42	0.37	0.89	0.36	1
0.05	0.79	0.76	0.99	0.84	0
0.07	0.78	0.75	0.8	0.87	1
0.03	0.84	0.82	0.94	0.93	0
0.34	0.45	0.39	0.99	0.33	2
0.23	0.5	0.49	0.7	0.75	1
0.24	0.49	0.5	0.65	0.64	0
0.15	0.77	0.73	0.89	0.84	1
0.03	0.83	0.81	0.97	0.91	0
0.11	0.76	0.78	0.78	0.85	0
0.05	0.84	0.83	0.95	0.86	1
0.4	0.5	0.46	0	0.63	1
0.18	0.75	0.7	0.77	0.88	0
0.38	0.38	0.37	0.68	0.47	2
0.06	0.82	0.82	0.98	0.94	0
0.14	0.65	0.64	0.97	0.76	0
0.03	0.84	0.85	0.98	0.92	0
0.23	0.65	0.61	0.86	0.68	1
0.06	0.66	0.6	0.86	0.86	1
0.04	0.93	0.9	0.97	0.96	0
0.08	0.68	0.64	0.94	0.76	0
0.65	0.15	0.12	0.11	0.24	5
0.17	0.68	0.73	0.52	0.75	3
0.3	0.6	0.64	0.52	0.69	1
0.07	0.84	0.85	0.99	0.9	1
0.17	0.54	0.52	0.9	0.52	2
0.16	0.65	0.64	0.85	0.71	0
0.37	0.47	0.5	0.57	0.52	5
0.52	0.43	0.45	0.8	0.36	3
0.15	0.67	0.65	0.8	0.78	1
0.58	0.28	0.28	0.41	0.42	7
0.07	0.84	0.85	0.98	0.91	0
0.04	0.73	0.7	0.98	0.83	0
0.06	0.8	0.79	0.98	0.87	1
0.34	0.63	0.65	0.44	0.72	3
0.36	0.5	0.5	0.55	0.61	2
0.27	0.59	0.6	0.73	0.7	2
0.66	0.53	0.43	0.67	0.66	2
0.78	0.58	0.61	0.49	0.71	0
0.16	0.72	0.64	0.91	0.56	0
0.11	0.77	0.76	0.86	0.86	0
0.33	0.5	0.5	0.77	0.51	5
0.49	0.41	0.43	0.65	0.53	2
0.2	0.6	0.56	0.97	0.65	0
0.11	0.57	0.61	0.72	0.72	1
0.56	0.48	0.49	0.54	0.55	3
0.17	0.68	0.69	0.92	0.73	1
0.17	0.59	0.61	0.89	0.63	2
0.46	0.4	0.41	0.35	0.41	5
0.36	0.64	0.66	0.77	0.71	0
0.28	0.59	0.58	0.71	0.7	1
0.65	0.36	0.33	0.62	0.38	3
0.1	0.82	0.76	0.96	0.74	0
0.39	0.38	0.38	0.74	0.55	6
0.05	0.85	0.86	0.76	0.94	0
0.08	0.66	0.62	0.94	0.77	1
0.1	0.75	0.67	0.91	0.76	1
0.18	0.64	0.64	0.69	0.68	2
0.1	0.71	0.69	0.85	0.65	0
0.37	0.35	0.36	0.77	0.15	6
0.25	0.6	0.54	0.81	0.59	3
0	0.95	0.92	0.99	0.9	0
0.42	0.54	0.58	0.54	0.76	3
0.02	0.88	0.86	0.97	0.89	0
0.87	0.22	0.18	0.35	0.19	6
0.09	0.82	0.86	0.97	0.87	0
0.08	0.85	0.84	0.98	0.88	0
0.09	0.91	0.87	0.81	0.91	0
0.46	0.18	0.19	0.39	0.19	8
0.12	0.65	0.64	0.97	0.73	0
0.09	0.73	0.68	0.91	0.78	0
0.06	0.89	0.91	0.86	0.91	0
0.85	0.15	0.16	0.19	0.13	3
0.23	0.56	0.53	0.93	0.48	2
0.04	0.78	0.8	0.89	0.88	0
0.05	0.83	0.84	0.98	0.92	0
0.06	0.78	0.75	0.93	0.86	0
0.01	0.94	0.92	0.89	0.94	0
0.07	0.77	0.74	0.57	0.85	1
0.45	0.35	0.35	0.54	0.46	1
0.87	0.17	0.15	0.29	0.26	3
0.31	0.53	0.58	0.65	0.63	4
0.44	0.59	0.64	0.28	0.68	3
0.23	0.47	0.53	0.63	0.61	2
0.21	0.55	0.51	0.88	0.53	1
0.1	0.74	0.69	0.97	0.64	0
1	0	0	0.08	0	9
0.17	0.78	0.81	0.86	0.92	0
0.25	0.76	0.78	0.76	0.88	3
0.12	0.72	0.71	0.83	0.65	2
0.08	0.59	0.57	0.96	0.62	0
0.02	0.86	0.82	0.98	0.88	0
0.3	0.49	0.5	0.99	0.56	0
0.02	0.79	0.77	0.98	0.9	1
0.28	0.48	0.54	0.71	0.46	1
0.09	0.82	0.8	0.86	0.79	2
0.24	0.52	0.5	0.79	0.57	2
0.49	0.41	0.4	0.64	0.46	4
0.44	0.44	0.56	0.34	0.6	8
0.22	0.62	0.63	0.71	0.66	2
0.17	0.61	0.63	0.48	0.62	1
0.84	0.27	0.26	0	0.42	9
0.19	0.59	0.59	0.6	0.75	1
0.03	0.62	0.64	0.98	0.62	3
0.03	0.81	0.88	0.96	0.91	0
0.17	0.7	0.68	0.85	0.83	2
0.29	0.45	0.36	0.84	0.52	1
0.13	0.75	0.72	0.83	0.85	0
0.51	0.43	0.4	0.75	0.46	6
0.26	0.67	0.69	0.62	0.72	4
0.07	0.65	0.59	0.86	0.66	0
0.64	0.38	0.41	0.34	0.46	3
0.19	0.57	0.6	0.51	0.67	2
0.24	0.49	0.43	0.89	0.53	1
0.13	0.76	0.77	0.96	0.78	0
0.13	0.65	0.65	0.8	0.6	1
0.02	0.85	0.87	0.87	0.97	0
0.06	0.74	0.71	0.98	0.87	0
0.87	0.14	0.19	0.1	0.24	9
0.13	0.61	0.63	0.6	0.65	1
0.21	0.4	0.38	0.87	0.38	3
0.27	0.48	0.45	0.9	0.4	0
0.64	0.38	0.36	0.52	0.46	8
0.08	0.81	0.75	0.98	0.77	0
0.01	0.96	0.91	0.98	0.88	0
0.07	0.84	0.87	0.97	0.91	0
0.91	0.12	0.15	0.45	0.16	9
0.11	0.61	0.64	0.89	0.61	1
0.01	0.82	0.8	0.93	0.92	1
0.09	0.82	0.81	0.96	0.93	0
0.09	0.83	0.81	0.93	0.84	0
